Name, Country1,Country2, Age, Position,PreviousClub,NextClub,Season,Year,TransferFee
Soufyan Ahannach,Netherlands,Morocco,21,LW,Almere City,Brighton & Hove Albion,Summer,2017,600000.0
Tim Krul,Netherlands,None,29,GK,Newcastle,Brighton & Hove Albion,Summer,2017,0
Mathias Normann,Norway,None,21,CM,FK Bod�/Glimt,Brighton & Hove Albion,Summer,2017,-1
Chris O'Grady,England,None,31,CF,Brighton & Hove Albion,Chesterfield FC,Summer,2017,0
David Stockdale,England,None,31,GK,Brighton & Hove Albion,Birmingham,Summer,2017,0
Vegard Forren,Norway,None,29,CB,Brighton & Hove Albion,Molde FK,Summer,2017,0
Elvis Manu,Netherlands,Ghana,23,LW,Brighton & Hove Albion,Genclerbirligi,Summer,2017,0
Rob Hunt,England,None,22,RB,Brighton & Hove Albion,Oldham Athletic,Summer,2017,-1
Casper Ankergren,Denmark,None,37,GK,Brighton & Hove Albion,None,Summer,2017,-1
Steve Mouni�,Benin,France,22,CF,Montpellier,Huddersfield Town,Summer,2017,13000000.0
Tom Ince,England,None,25,LW,Derby,Huddersfield Town,Summer,2017,9100000.0
Aaron Mooy,Australia,Netherlands,26,CM,Man City,Huddersfield Town,Summer,2017,9100000.0
Scott Malone,England,None,26,LB,Fulham,Huddersfield Town,Summer,2017,3900000.0
Laurent Depoitre,Belgium,None,28,CF,FC Porto,Huddersfield Town,Summer,2017,3800000.0
Zanka,Denmark,None,27,CB,FC Copenhagen,Huddersfield Town,Summer,2017,2700000.0
Abdelhamid Sabiri,Morocco,Germany,20,AM,1.FC Nuremberg,Huddersfield Town,Summer,2017,1500000.0
Elias Kachunga,Congo DR,Germany,25,CF,FC Ingolstadt,Huddersfield Town,Summer,2017,1300000.0
Danny Williams,United States,Germany,28,DM,Reading,Huddersfield Town,Summer,2017,0
Robert Green,England,None,37,GK,Leeds,Huddersfield Town,Summer,2017,0
Nahki Wells,Bermuda,None,27,CF,Huddersfield Town,Burnley,Summer,2017,5400000.0
Kyle Dempsey,England,None,21,CM,Huddersfield Town,Fleetwood Town,Summer,2017,455000.0
Joe Murphy,Ireland,None,35,GK,Huddersfield Town,Bury,Summer,2017,0
Harry Bunn,England,None,24,LW,Huddersfield Town,Bury,Summer,2017,-1
Jason Davidson,Australia,Greece,26,LB,Huddersfield Town,HNK Rijeka,Summer,2017,-1
Mark Hudson,England,None,35,CB,Huddersfield Town,None,Summer,2017,-1
Flo Bojaj,Albania,None,21,CF,Huddersfield Town,None,Summer,2017,-1
Moussa Konat�,Senegal,None,24,CF,FC Sion,SC Amiens,Summer,2017,3500000.0
Bongani Zungu,South Africa,None,24,CM,Vit. Guimar�es,SC Amiens,Summer,2017,2000000.0
Mathieu Bodmer,France,None,34,CB,Guingamp,SC Amiens,Summer,2017,0
Prince Gouano,France,Cote d'Ivoire,23,CB,Atalanta,SC Amiens,Summer,2017,0
Jean-Christophe Bouet,France,None,33,GK,Dunkerque,SC Amiens,Summer,2017,0
Mahdi Talal,France,None,19,CM,SCO Angers B,SC Amiens,Summer,2017,0
Brighton Labeau,France,None,21,CF,Monaco B,SC Amiens,Summer,2017,0
Issa Cissokho,Senegal,France,32,RB,SCO Angers,SC Amiens,Summer,2017,0
Serge Gakp�,Togo,France,30,RW,Genoa,SC Amiens,Summer,2017,-1
Sekou Baradji,France,Mali,33,DM,None,SC Amiens,Summer,2017,-1
Aboubakar Kamara,France,Mauritania,22,CF,SC Amiens,Fulham,Summer,2017,6000000.0
Richard Soumah,Guinea,France,30,LM,SC Amiens,M. Petah Tikva,Summer,2017,0
Alioune Ba,France,None,27,CB,SC Amiens,Stade Laval,Summer,2017,0
Matthieu Fontaine,France,None,30,CB,SC Amiens,Red Star FC,Summer,2017,0
Joachim Eickmayer,France,None,24,CM,SC Amiens,Les Herbiers VF,Summer,2017,0
Jean Calv�,France,None,33,RB,SC Amiens,None,Summer,2017,-1
Enzo Crivelli,France,None,22,CF,G. Bordeaux,SCO Angers,Summer,2017,4000000.0
Thomas Tour�,Cote d'Ivoire,France,23,LW,G. Bordeaux,SCO Angers,Summer,2017,3000000.0
Lassana Coulibaly,Mali,None,21,CM,SC Bastia,SCO Angers,Summer,2017,2000000.0
Baptiste Guillaume,Belgium,None,22,CF,LOSC Lille,SCO Angers,Summer,2017,2000000.0
Angelo Fulgini,France,Neukaledonien,20,CM,Valenciennes FC,SCO Angers,Summer,2017,1400000.0
Lo�c Puyo,France,None,28,LW,AS Nancy,SCO Angers,Summer,2017,0
Saliou Ciss,Senegal,None,27,LB,Valenciennes FC,SCO Angers,Summer,2017,0
Wilfried Kanga,Cote d'Ivoire,France,19,RW,Paris SG U19,SCO Angers,Summer,2017,0
Youcef Bela�li,Algeria,None,25,LW,None,SCO Angers,Summer,2017,-1
Nicolas Pepe,Cote d'Ivoire,France,22,RW,SCO Angers,LOSC Lille,Summer,2017,10000000.0
Famara Di�dhiou,Senegal,None,24,CF,SCO Angers,Bristol City,Summer,2017,6000000.0
Gr�gory Bourillon,France,None,33,CB,SCO Angers,LB Ch�teauroux,Summer,2017,0
Issa Cissokho,Senegal,France,32,RB,SCO Angers,SC Amiens,Summer,2017,0
Cheikh N'Doye,Senegal,None,31,CM,SCO Angers,Birmingham,Summer,2017,0
Denis Petric,Serbia,Slovenia,29,GK,SCO Angers,Guingamp,Summer,2017,-1
Pablo Martinez,France,Spain,28,LB,SCO Angers,R. Strasbourg,Summer,2017,-1
Dickson Nwakaeme,Nigeria,None,31,CF,SCO Angers,None,Summer,2017,-1
Goran Karanovic,Switzerland,Serbia,29,CF,SCO Angers,None,Summer,2017,-1
Jamel Saihi,Tunisia,France,30,DM,SCO Angers,None,Summer,2017,-1
Nicolas de Pr�ville,France,None,26,CF,LOSC Lille,FC Girondins Bordeaux,Summer,2017,8000000.0
Jonathan Caf�,Brazil,None,26,RW,Ludogorets,FC Girondins Bordeaux,Summer,2017,7500000.0
Ot�vio,Brazil,None,23,DM,Atl�tico-PR,FC Girondins Bordeaux,Summer,2017,5000000.0
Youssouf Sabaly,France,France,24,RB,Paris SG,FC Girondins Bordeaux,Summer,2017,4000000.0
Lukas Lerager,Denmark,None,23,CM,Zulte Waregem,FC Girondins Bordeaux,Summer,2017,3500000.0
Vukasin Jovanovic,Serbia,None,21,CB,Zenit S-Pb,FC Girondins Bordeaux,Summer,2017,3000000.0
Alexandre Mendy,France,Senegal,23,CF,Guingamp,FC Girondins Bordeaux,Summer,2017,600000.0
Beno�t Costil,France,None,29,GK,Stade Rennais,FC Girondins Bordeaux,Summer,2017,0
Adam Ounas,Algeria,France,20,LW,FC Girondins Bordeaux,SSC Napoli,Summer,2017,10000000.0
Enzo Crivelli,France,None,22,CF,FC Girondins Bordeaux,SCO Angers,Summer,2017,4000000.0
Thomas Tour�,Cote d'Ivoire,France,23,LW,FC Girondins Bordeaux,SCO Angers,Summer,2017,3000000.0
Nicolas Pallois,France,None,29,CB,FC Girondins Bordeaux,FC Nantes,Summer,2017,2000000.0
J�r�my M�nez,France,None,30,CF,FC Girondins Bordeaux,Antalyaspor,Summer,2017,1500000.0
Fr�d�ric Guilbert,France,None,22,RB,FC Girondins Bordeaux,SM Caen,Summer,2017,1500000.0
Mauro Arambarri,Uruguay,None,21,CM,FC Girondins Bordeaux,Boston River,Summer,2017,1000000.0
C�dric Yamb�r�,Central African Republic,France,26,CB,FC Girondins Bordeaux,Dijon,Summer,2017,500000.0
Jorris Romil,France,None,22,CF,FC Girondins Bordeaux,Valenciennes FC,Summer,2017,0
C�dric Carrasso,France,None,35,GK,FC Girondins Bordeaux,Galatasaray,Summer,2017,0
Isaac Thelin,Sweden,Congo DR,25,CF,FC Girondins Bordeaux,RSC Anderlecht,Summer,2017,-1
Abdou Traor�,Mali,France,29,CM,FC Girondins Bordeaux,None,Summer,2017,-1
Youn�s Kaabouni,France,Morocco,22,AM,FC Girondins Bordeaux,None,Summer,2017,-1
Nicolas Maurice-Belay,France,Martinique,32,LW,FC Girondins Bordeaux,None,Summer,2017,-1
Alexander Djiku,France,None,22,CB,SC Bastia,SM Caen,Summer,2017,2000000.0
Fr�d�ric Guilbert,France,None,22,RB,G. Bordeaux,SM Caen,Summer,2017,1500000.0
Stef Peeters,Belgium,None,25,CM,Sint-Truiden,SM Caen,Summer,2017,1350000.0
Jan Repas,Slovenia,None,20,LW,NK Domzale,SM Caen,Summer,2017,1000000.0
Baissama Sankoh,Guinea,France,25,CB,Guingamp,SM Caen,Summer,2017,500000.0
Brice Samba,France,Congo,23,GK,Marseille,SM Caen,Summer,2017,0
Adama Mbengue,Senegal,None,23,LB,Diambars,SM Caen,Summer,2017,0
Jean-Victor Makengo,France,Congo DR,19,CM,SM Caen,OGC Nice,Summer,2017,6000000.0
Jordan Ad�oti,Benin,France,28,DM,SM Caen,AJ Auxerre,Summer,2017,0
Louis Deschateaux,France,None,20,GK,SM Caen,US Alen�on,Summer,2017,0
Syam Ben Youssef,Tunisia,France,28,CB,SM Caen,Kasimpasa,Summer,2017,0
Alaeddine Yahia,Tunisia,France,35,CB,SM Caen,AS Nancy,Summer,2017,0
Nicolas Seube,France,None,37,DM,SM Caen,None,Summer,2017,-1
Steed Malbranque,France,Belgium,37,CM,SM Caen,None,Summer,2017,-1
Wesley Lautoa,Neukaledonien,None,29,CB,FC Lorient,FCO Dijon,Summer,2017,1500000.0
Wesley Sa�d,France,Mauritius,22,LW,Stade Rennais,FCO Dijon,Summer,2017,1500000.0
C�dric Yamb�r�,Central African Republic,France,26,CB,G. Bordeaux,FCO Dijon,Summer,2017,500000.0
Eden Massouema,France,None,20,DM,Paris FC,FCO Dijon,Summer,2017,0
Benjamin Jeannot,France,None,25,CF,FC Lorient,FCO Dijon,Summer,2017,-1
Lo�s Diony,France,Martinique,24,CF,FCO Dijon,Saint-�tienne,Summer,2017,10000000.0
Pierre Lees Melou,France,None,24,RW,FCO Dijon,OGC Nice,Summer,2017,4000000.0
Mamadou Thiam,Senegal,France,22,CF,FCO Dijon,Barnsley FC,Summer,2017,1000000.0
Jordan Loti�s,France,Martinique,32,CB,FCO Dijon,KAS Eupen,Summer,2017,0
J�r�mie Bela,Congo DR,France,24,RW,FCO Dijon,Albacete,Summer,2017,0
Yohann Rivi�re,France,None,33,CF,FCO Dijon,US Cr�teil,Summer,2017,0
Anthony Belmonte,France,None,21,CM,FCO Dijon,Levski Sofia,Summer,2017,-1
Yunis Abdelhamid,Morocco,France,29,CB,FCO Dijon,Reims,Summer,2017,-1
Lebogang Phiri,South Africa,None,22,CM,Br�ndby IF,EA Guingamp,Summer,2017,0
Abdoul Camara,Guinea,France,27,LW,Derby,EA Guingamp,Summer,2017,0
Franck Tabanou,France,None,28,LB,Swansea,EA Guingamp,Summer,2017,0
Marcus Thuram,France,Guadeloupe,19,CF,FC Sochaux,EA Guingamp,Summer,2017,-1
Felix Eboa Eboa,Cameroon,None,20,CB,Paris SG B,EA Guingamp,Summer,2017,-1
Marc-Aur�le Caillard,France,None,23,GK,Clermont Foot,EA Guingamp,Summer,2017,-1
Denis Petric,Serbia,Slovenia,29,GK,SCO Angers,EA Guingamp,Summer,2017,-1
Pedro Rebocho,Portugal,None,22,LB,Benfica,EA Guingamp,Summer,2017,-1
Cheik Traor�,France,Mali,22,RB,LB Ch�teauroux,EA Guingamp,Summer,2017,-1
Alexandre Mendy,France,Senegal,23,CF,EA Guingamp,G. Bordeaux,Summer,2017,600000.0
Baissama Sankoh,Guinea,France,25,CB,EA Guingamp,SM Caen,Summer,2017,500000.0
Nill De Pauw,Belgium,Congo DR,27,RW,EA Guingamp,Zulte Waregem,Summer,2017,350000.0
Dorian L�v�que,France,None,27,LB,EA Guingamp,PAOK Saloniki,Summer,2017,0
Mathieu Bodmer,France,None,34,CB,EA Guingamp,SC Amiens,Summer,2017,0
Cheik Traor�,France,Mali,22,RB,EA Guingamp,LB Ch�teauroux,Summer,2017,0
Johnny Placide,Haiti,France,29,GK,EA Guingamp,Oldham Athletic,Summer,2017,0
Franck H�ry,France,None,24,CB,EA Guingamp,Les Herbiers VF,Summer,2017,0
Romain Salin,France,None,33,GK,EA Guingamp,Sporting CP,Summer,2017,0
Sullivan Martinet,France,None,21,CF,EA Guingamp,None,Summer,2017,-1
Reynald Lema�tre,France,None,34,LB,EA Guingamp,None,Summer,2017,-1
Thiago Maia,Brazil,None,20,CM,Santos FC,LOSC Lille,Summer,2017,14000000.0
Luiz Ara�jo,Brazil,None,21,LW,S�o Paulo,LOSC Lille,Summer,2017,10500000.0
Nicolas Pepe,Cote d'Ivoire,France,22,RW,SCO Angers,LOSC Lille,Summer,2017,10000000.0
Thiago Mendes,Brazil,None,25,DM,S�o Paulo,LOSC Lille,Summer,2017,9000000.0
K�vin Malcuit,France,Morocco,25,RB,Saint-�tienne,LOSC Lille,Summer,2017,9000000.0
Edgar I�,Portugal,Guinea-Bissau,23,CB,Belenenses,LOSC Lille,Summer,2017,5500000.0
Xeka,Portugal,None,22,CM,Braga,LOSC Lille,Summer,2017,5000000.0
Na�m Sliti,Tunisia,France,24,LW,Red Star FC,LOSC Lille,Summer,2017,2000000.0
Fod� Ballo-Tour�,France,None,20,LB,Paris SG B,LOSC Lille,Summer,2017,0
Nicolas de Pr�ville,France,None,26,CF,KV Oostende,LOSC Lille,Summer,2017,-1
Herv� Kouakou Koffi,Burkina Faso,None,20,GK,ASEC Mimosas,LOSC Lille,Summer,2017,-1
Adam Jakubech,Slovakia,None,20,GK,Spartak Trnava,LOSC Lille,Summer,2017,-1
Nicolas de Pr�ville,France,None,26,CF,LOSC Lille,G. Bordeaux,Summer,2017,8000000.0
Soualiho Me�t�,France,Cote d'Ivoire,23,DM,LOSC Lille,Zulte Waregem,Summer,2017,5100000.0
S�bastien Corchia,France,Italy,26,RB,LOSC Lille,Sevilla FC,Summer,2017,5000000.0
Baptiste Guillaume,Belgium,None,22,CF,LOSC Lille,SCO Angers,Summer,2017,2000000.0
Rio Mavuba,France,Congo DR,33,DM,LOSC Lille,Sparta Praha,Summer,2017,0
Eric Bauth�ac,France,None,30,LW,LOSC Lille,Brisbane Roar,Summer,2017,0
Lenny Nangis,France,Guadeloupe,23,LW,LOSC Lille,Valenciennes FC,Summer,2017,0
Marvin Martin,France,None,29,AM,LOSC Lille,Reims,Summer,2017,0
Marko Basa,Montenegro,None,34,CB,LOSC Lille,None,Summer,2017,-1
Julian Palmieri,France,None,30,LB,LOSC Lille,None,Summer,2017,-1
Franck B�ria,France,Madagascar,34,RB,LOSC Lille,None,Summer,2017,-1
Junior Tallo,Cote d'Ivoire,None,24,CF,LOSC Lille,None,Summer,2017,-1
Bertrand Traor�,Burkina Faso,None,21,RW,Chelsea,Olympique Lyon,Summer,2017,10000000.0
Pape Cheikh,Spain,Senegal,20,CM,Celta de Vigo,Olympique Lyon,Summer,2017,10000000.0
Mariano D�az,Dominican Republic,None,23,CF,Real Madrid,Olympique Lyon,Summer,2017,8000000.0
Marcelo,Brazil,None,30,CB,Besiktas,Olympique Lyon,Summer,2017,7000000.0
Ferland Mendy,France,Senegal,22,LB,AC Le Havre,Olympique Lyon,Summer,2017,5000000.0
Mar�al,Brazil,None,28,LB,Benfica,Olympique Lyon,Summer,2017,4500000.0
Kenny Tete,Netherlands,Mozambique,21,RB,AFC Ajax,Olympique Lyon,Summer,2017,4000000.0
Alexandre Lacazette,France,Guadeloupe,26,CF,Olympique Lyon,Arsenal,Summer,2017,53000000.0
Corentin Tolisso,France,Togo,22,CM,Olympique Lyon,Bayern Munich,Summer,2017,41500000.0
Emanuel Mammana,Argentina,None,21,CB,Olympique Lyon,Zenit S-Pb,Summer,2017,16000000.0
Maxime Gonalons,France,None,28,DM,Olympique Lyon,AS Roma,Summer,2017,5000000.0
Maciej Rybus,Poland,None,27,LM,Olympique Lyon,Loko Moscow,Summer,2017,1750000.0
Mathieu Valbuena,France,None,32,LW,Olympique Lyon,Fenerbahce,Summer,2017,1500000.0
Jordy Gaspar,France,None,20,RB,Olympique Lyon,Monaco,Summer,2017,0
Christophe Jallet,France,None,33,RB,Olympique Lyon,OGC Nice,Summer,2017,0
Rachid Ghezzal,Algeria,France,25,RW,Olympique Lyon,Monaco,Summer,2017,0
Konstantinos Mitroglou,Greece,Germany,29,CF,Benfica,Olympique Marseille,Summer,2017,15000000.0
Florian Thauvin,France,None,24,RW,Newcastle,Olympique Marseille,Summer,2017,11000000.0
Luiz Gustavo,Brazil,Germany,29,DM,VfL Wolfsburg,Olympique Marseille,Summer,2017,10000000.0
Val�re Germain,France,None,27,CF,Monaco,Olympique Marseille,Summer,2017,8000000.0
Clinton N'Jie,Cameroon,None,23,CF,Spurs,Olympique Marseille,Summer,2017,7000000.0
Adil Rami,France,Morocco,31,CB,Sevilla FC,Olympique Marseille,Summer,2017,6000000.0
Steve Mandanda,France,Congo DR,32,GK,Crystal Palace,Olympique Marseille,Summer,2017,3000000.0
Karim Rekik,Netherlands,Tunisia,22,CB,Olympique Marseille,Hertha BSC,Summer,2017,2500000.0
St�phane Sparagna,France,None,22,CB,Olympique Marseille,Boavista,Summer,2017,0
Antoine Rabillard,France,None,21,CF,Olympique Marseille,AS B�ziers,Summer,2017,0
Baptiste Alo�,France,None,23,CB,Olympique Marseille,Valenciennes FC,Summer,2017,0
Brice Samba,France,Congo,23,GK,Olympique Marseille,SM Caen,Summer,2017,0
Julien Fabri,France,None,23,GK,Olympique Marseille,Stade Brest 29,Summer,2017,0
Bill Tuiloma,New Zealand,Samoa,22,DM,Olympique Marseille,Timbers,Summer,2017,0
Abou Diaby,France,Cote d'Ivoire,31,CM,Olympique Marseille,None,Summer,2017,-1
Philipp Wollscheid,Germany,None,28,CB,Stoke City,FC Metz,Summer,2017,2500000.0
Ger�nimo Poblete,Argentina,None,25,DM,CA Col�n,FC Metz,Summer,2017,0
Quentin Beunardeau,France,None,23,GK,AFC Tubize,FC Metz,Summer,2017,0
Ablie Jallow,The Gambia,None,18,RM,G�n�ration Foot,FC Metz,Summer,2017,-1
Emmanuel Rivi�re,France,Martinique,27,CF,Newcastle,FC Metz,Summer,2017,-1
Ibrahima Niane,Senegal,None,18,CF,G�n�ration Foot,FC Metz,Summer,2017,-1
Caf�,Portugal,None,24,CM,FC Lorient,FC Metz,Summer,2017,-1
Moussa Niakhat�,France,Mali,21,LB,Valenciennes FC,FC Metz,Summer,2017,-1
Nolan Roux,France,None,29,CF,Saint-�tienne,FC Metz,Summer,2017,-1
Isma�la Sarr,Senegal,None,19,CF,FC Metz,Stade Rennais,Summer,2017,17000000.0
Simon Falette,French Guiana,France,25,CB,FC Metz,E. Frankfurt,Summer,2017,2700000.0
Cheick Doukour�,Cote d'Ivoire,France,24,DM,FC Metz,Levante UD,Summer,2017,1600000.0
Georges Mandjeck,Cameroon,None,28,DM,FC Metz,Sparta Praha,Summer,2017,1300000.0
Guido Milan,Argentina,Italy,30,CB,FC Metz,Veracruz,Summer,2017,0
M�d�ric Deher,France,None,22,RB,FC Metz,PAE Veria,Summer,2017,0
David Oberhauser,France,None,26,GK,FC Metz,Platanias,Summer,2017,0
Thibaut Vion,France,None,23,CF,FC Metz,FC Niort,Summer,2017,-1
Franck Signorino,France,None,35,LB,FC Metz,None,Summer,2017,-1
Keita Bald�,Senegal,None,22,LW,Lazio,AS Monaco,Summer,2017,30000000.0
Youri Tielemans,Belgium,None,20,CM,RSC Anderlecht,AS Monaco,Summer,2017,25000000.0
Terence Kongolo,Netherlands,Congo DR,23,CB,Feyenoord,AS Monaco,Summer,2017,15000000.0
Stevan Jovetic,Montenegro,Serbia,27,CF,Inter,AS Monaco,Summer,2017,11000000.0
Adama Diakhaby,France,Senegal,21,CF,Stade Rennais,AS Monaco,Summer,2017,10000000.0
Soualiho Me�t�,France,Cote d'Ivoire,23,DM,Zulte Waregem,AS Monaco,Summer,2017,8000000.0
Jordi Mboula,Spain,Congo,18,RW,Bar�a Juvenil A,AS Monaco,Summer,2017,3000000.0
Diego Benaglio,Switzerland,Italy,33,GK,VfL Wolfsburg,AS Monaco,Summer,2017,0
Jordy Gaspar,France,None,20,RB,Olympique Lyon,AS Monaco,Summer,2017,0
Rachid Ghezzal,Algeria,France,25,RW,Olympique Lyon,AS Monaco,Summer,2017,0
Benjamin Mendy,France,Senegal,23,LB,AS Monaco,Man City,Summer,2017,57500000.0
Bernardo Silva,Portugal,None,22,RW,AS Monaco,Man City,Summer,2017,50000000.0
Tiemou� Bakayoko,France,Cote d'Ivoire,22,DM,AS Monaco,Chelsea,Summer,2017,40000000.0
Allan Saint-Maximin,France,Guadeloupe,20,LW,AS Monaco,OGC Nice,Summer,2017,10000000.0
Val�re Germain,France,None,27,CF,AS Monaco,Marseille,Summer,2017,8000000.0
Abdou Diallo,France,Senegal,21,CB,AS Monaco,1.FSV Mainz 05,Summer,2017,5000000.0
Nabil Dirar,Morocco,Belgium,31,RM,AS Monaco,Fenerbahce,Summer,2017,3500000.0
Corentin Jean,France,None,21,CF,AS Monaco,Toulouse,Summer,2017,3500000.0
Morgan De Sanctis,Italy,None,40,GK,AS Monaco,None,Summer,2017,-1
Benjamin Lecomte,France,None,26,GK,FC Lorient,HSC Montpellier,Summer,2017,2500000.0
Giovanni Sio,Cote d'Ivoire,France,28,CF,Stade Rennais,HSC Montpellier,Summer,2017,2200000.0
Pedro Mendes,Portugal,None,26,CB,Stade Rennais,HSC Montpellier,Summer,2017,1000000.0
Ruben Aguilar,France,Spain,24,RB,AJ Auxerre,HSC Montpellier,Summer,2017,0
J�r�mie Porsan-Clemente,France,Martinique,19,CF,Marseille B,HSC Montpellier,Summer,2017,0
Steve Mouni�,Benin,France,22,CF,HSC Montpellier,Huddersfield,Summer,2017,13000000.0
Ryad Boudebouz,Algeria,France,27,AM,HSC Montpellier,Real Betis,Summer,2017,7000000.0
Alexandre Llovet,France,None,19,Striker,HSC Montpellier,Lusitanos,Summer,2017,0
Joris Marveaux,Martinique,France,34,CM,HSC Montpellier,G. Ajaccio,Summer,2017,0
Mamadou N'Diaye,Senegal,France,22,LB,HSC Montpellier,US Avranches,Summer,2017,0
Geoffrey Jourdren,France,None,31,GK,HSC Montpellier,AS Nancy,Summer,2017,0
Mathieu Deplagne,France,None,25,RB,HSC Montpellier,Troyes,Summer,2017,-1
C�dric Mongongu,Congo DR,France,28,CB,HSC Montpellier,None,Summer,2017,-1
Kalifa Coulibaly,Mali,None,25,CF,KAA Gent,FC Nantes,Summer,2017,4500000.0
Ciprian Tatarusanu,Romania,None,31,GK,Fiorentina,FC Nantes,Summer,2017,2500000.0
Andrei Girotto,Brazil,None,25,DM,Tombense,FC Nantes,Summer,2017,2300000.0
Nicolas Pallois,France,None,29,CB,G. Bordeaux,FC Nantes,Summer,2017,2000000.0
Kayembe,Belgium,Congo DR,22,LM,Porto B,FC Nantes,Summer,2017,-1
Yassine El Ghanassy,Belgium,Morocco,27,LW,KV Oostende,FC Nantes,Summer,2017,-1
Queensy Menig,Netherlands,Suriname,22,LW,Ajax U21,FC Nantes,Summer,2017,-1
David Alcibiade,France,None,25,RB,None,FC Nantes,Summer,2017,-1
Amine Harit,Morocco,France,20,AM,FC Nantes,FC Schalke 04,Summer,2017,8000000.0
Guillaume Gillet,Belgium,None,33,DM,FC Nantes,Olympiacos,Summer,2017,1000000.0
R�my Riou,France,None,29,GK,FC Nantes,Alanyaspor,Summer,2017,1000000.0
Oswaldo Vizcarrondo,Venezuela,None,33,CB,FC Nantes,Troyes,Summer,2017,0
Fernando Aristeguieta,Venezuela,Spain,25,CF,FC Nantes,Caracas FC,Summer,2017,0
Allan Saint-Maximin,France,Guadeloupe,20,LW,Monaco,OGC Nice,Summer,2017,10000000.0
Jean-Victor Makengo,France,Congo DR,19,CM,SM Caen,OGC Nice,Summer,2017,6000000.0
Pierre Lees Melou,France,None,24,RW,Dijon,OGC Nice,Summer,2017,4000000.0
Racine Coly,Senegal,None,21,LB,Brescia,OGC Nice,Summer,2017,3500000.0
Adrien Tam�ze,France,Cameroon,23,DM,Valenciennes FC,OGC Nice,Summer,2017,800000.0
Wesley Sneijder,Netherlands,None,33,AM,Galatasaray,OGC Nice,Summer,2017,0
Christophe Jallet,France,None,33,RB,Olympique Lyon,OGC Nice,Summer,2017,0
Dalbert,Brazil,None,23,LB,OGC Nice,Inter,Summer,2017,20000000.0
Valentin Eysseric,France,None,25,LM,OGC Nice,Fiorentina,Summer,2017,3500000.0
Franck Honorat,France,None,20,RW,OGC Nice,Clermont Foot,Summer,2017,0
Alexy Bosetti,France,None,24,CF,OGC Nice,Stade Laval,Summer,2017,0
Paul Baysse,France,None,29,CB,OGC Nice,M�laga CF,Summer,2017,0
Dorian Caddy,France,None,22,CF,OGC Nice,US Quevilly,Summer,2017,0
Bryan Constant,France,Guinea,23,CF,OGC Nice,None,Summer,2017,-1
Mounir Obbadi,Morocco,France,34,CM,OGC Nice,None,Summer,2017,-1
Neymar,Brazil,None,25,LW,FC Barcelona,Paris Saint-Germain,Summer,2017,222000000.0
Yuri Berchiche,Spain,None,27,LB,Real Sociedad,Paris Saint-Germain,Summer,2017,16000000.0
Dani Alves,Brazil,Spain,34,RB,Juventus,Paris Saint-Germain,Summer,2017,0
Serge Aurier,Cote d'Ivoire,None,24,RB,Paris Saint-Germain,Spurs,Summer,2017,25000000.0
Blaise Matuidi,France,Angola,30,CM,Paris Saint-Germain,Juventus,Summer,2017,20000000.0
Jean-K�vin Augustin,France,Haiti,20,CF,Paris Saint-Germain,RB Leipzig,Summer,2017,16000000.0
Youssouf Sabaly,France,France,24,RB,Paris Saint-Germain,G. Bordeaux,Summer,2017,4000000.0
Salvatore Sirigu,Italy,None,30,GK,Paris Saint-Germain,Torino,Summer,2017,0
Maxwell,Brazil,None,35,LB,Paris Saint-Germain,None,Summer,2017,-1
Isma�la Sarr,Senegal,None,19,CF,FC Metz,Stade Rennais FC,Summer,2017,17000000.0
Faitout Maouassa,France,None,18,LM,AS Nancy,Stade Rennais FC,Summer,2017,7000000.0
Benjamin Bourigeaud,France,None,23,CM,Lens,Stade Rennais FC,Summer,2017,3500000.0
Brandon,Spain,None,22,CF,RCD Mallorca,Stade Rennais FC,Summer,2017,3000000.0
Tomas Koubek,Czech Republic,None,25,GK,Sparta Praha,Stade Rennais FC,Summer,2017,3000000.0
Hamari Traor�,Mali,None,25,RB,Reims,Stade Rennais FC,Summer,2017,2400000.0
Jordan Tell,France,Guadeloupe,20,CF,SM Caen B,Stade Rennais FC,Summer,2017,0
Adama Diakhaby,France,Senegal,21,CF,Stade Rennais FC,Monaco,Summer,2017,10000000.0
Giovanni Sio,Cote d'Ivoire,France,28,CF,Stade Rennais FC,Montpellier,Summer,2017,2200000.0
Wesley Sa�d,France,Mauritius,22,LW,Stade Rennais FC,Dijon,Summer,2017,1500000.0
Pedro Mendes,Portugal,None,26,CB,Stade Rennais FC,Montpellier,Summer,2017,1000000.0
Gelson Fernandes,Switzerland,Cape Verde,30,DM,Stade Rennais FC,E. Frankfurt,Summer,2017,350000.0
Ermir Lenjani,Albania,Kosovo,27,LB,Stade Rennais FC,FC Sion,Summer,2017,0
Beno�t Costil,France,None,29,GK,Stade Rennais FC,G. Bordeaux,Summer,2017,0
Dimitri Kevin Cavar�,France,Guadeloupe,22,RB,Stade Rennais FC,Barnsley FC,Summer,2017,-1
Sylvain Armand,France,None,36,CB,Stade Rennais FC,None,Summer,2017,-1
Lo�s Diony,France,Martinique,24,CF,Dijon,AS Saint-�tienne,Summer,2017,10000000.0
Assane Diouss�,Senegal,None,19,DM,FC Empoli,AS Saint-�tienne,Summer,2017,5000000.0
Gabriel Silva,Brazil,None,26,LB,Udinese Calcio,AS Saint-�tienne,Summer,2017,2500000.0
Jorginho,Portugal,Guinea-Bissau,21,LW,Arouca,AS Saint-�tienne,Summer,2017,1000000.0
